"MSSubClass","MSZoning","LotArea","Alley","LotShape","LandContour","Neighborhood","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","HeatingQC","CentralAir","Electrical","1stFlrSF","2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Fireplaces","FireplaceQu","GarageType","GarageFinish","GarageCars","GarageArea","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","3SsnPorch","ScreenPorch","PoolQC","Fence","SaleType","SaleCondition","SalePrice"
"X190","RM",7800,"No","Reg","Lvl","OldTown","2fmCon","1.5Fin",5,7,1939,11,"Gable","MetalSd","MetalSd","None",0,"TA","CBlock","Gd","TA","Mn","Rec",507,"Unf",0,286,793,"TA","Y","SBrkr",793,325,0,1118,1,1,0,3,1,"TA",5,1,"Gd","Detchd","Unf",2,410,"Y",0,0,0,0,271,1,"MnPrv","WD","Normal",11.6944133410156
"X60","FV",9000,"No","Reg","Lvl","Somerst","1Fam","2Story",8,5,2006,0,"Gable","VinylSd","VinylSd","None",0,"Gd","PConc","Gd","TA","Av","Unf",0,"Unf",0,1088,1088,"Ex","Y","SBrkr",1088,871,0,1959,0,2,1,3,1,"Gd",8,1,"Gd","Attchd","RFn",3,1025,"Y",208,46,0,0,0,1,"No","WD","Normal",12.5061772379805
"X60","RL",9900,"No","Reg","Low","NoRidge","1Fam","2Story",7,5,1993,0,"Gable","HdBoard","HdBoard","BrkFace",256,"Gd","PConc","Gd","TA","Gd","GLQ",987,"Unf",0,360,1347,"Ex","Y","SBrkr",1372,1274,0,2646,1,2,1,4,1,"Gd",9,1,"TA","Attchd","RFn",3,656,"Y",340,60,144,0,0,1,"No","WD","Normal",12.4684369099977
"X60","RL",16259,"No","Reg","Lvl","NridgHt","1Fam","2Story",9,5,2006,0,"Gable","VinylSd","VinylSd","Stone",370,"TA","PConc","Ex","Gd","Av","Unf",0,"Unf",0,1249,1249,"Ex","Y","SBrkr",1249,1347,0,2596,0,3,1,4,1,"Gd",9,0,"No","Attchd","RFn",3,840,"Y",240,154,0,0,0,1,"No","New","Partial",12.7444443677961
"X60","RL",12099,"No","IR1","Lvl","NridgHt","1Fam","2Story",8,5,2004,0,"Gable","VinylSd","VinylSd","BrkFace",388,"Gd","PConc","Ex","TA","Av","GLQ",970,"Unf",0,166,1136,"Ex","Y","SBrkr",1136,1332,0,2468,1,2,1,4,1,"Gd",10,1,"Gd","BuiltIn","Fin",3,872,"Y",184,154,0,0,0,1,"No","WD","Normal",12.7770521921159
"X80","RL",11275,"No","Reg","Lvl","NAmes","1Fam","SLvl",7,7,1967,40,"Mansard","Wd Sdng","Wd Sdng","BrkFace",300,"Gd","CBlock","Gd","TA","No","Unf",0,"Unf",0,710,710,"Ex","Y","SBrkr",1898,1080,0,2978,0,2,1,5,1,"Gd",11,1,"Gd","BuiltIn","Fin",2,564,"Y",240,0,0,0,0,1,"No","WD","Normal",12.3966930051388
"X45","RM",5000,"No","Reg","Lvl","IDOTRR","1Fam","1.5Unf",5,6,1941,9,"Gable","MetalSd","MetalSd","None",0,"TA","CBlock","TA","TA","Av","BLQ",116,"Unf",0,604,720,"Po","N","FuseF",803,0,0,803,0,1,0,2,1,"TA",5,0,"No","Detchd","Unf",2,360,"Y",0,0,244,0,0,1,"No","WD","Normal",11.3736633976367
"X120","RL",10846,"No","IR1","Lvl","Veenker","TwnhsE","1Story",8,5,1993,0,"Gable","BrkFace","BrkFace","None",0,"Gd","PConc","Gd","TA","Gd","GLQ",1619,"Unf",0,100,1719,"Ex","Y","SBrkr",1719,0,0,1719,1,1,1,1,1,"Gd",6,2,"Gd","Attchd","Fin",2,473,"Y",122,30,0,0,0,1,"No","Con","Normal",12.6884987947745
"X20","RL",11600,"No","Reg","Lvl","NAmes","1Fam","1Story",6,5,1960,0,"Hip","Wd Sdng","Wd Sdng","BrkFace",175,"TA","CBlock","TA","TA","No","Rec",565,"Unf",0,818,1383,"TA","Y","SBrkr",1383,0,0,1383,0,1,1,3,1,"TA",7,0,"No","Attchd","RFn",1,292,"Y",0,45,0,0,0,1,"No","WD","Normal",11.8862116747142
"X75","RL",11888,"Pave","IR1","Bnk","BrkSide","1Fam","2.5Unf",6,6,1916,78,"Gable","Wd Sdng","Wd Shng","None",0,"TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,844,844,"Gd","N","FuseA",1445,689,0,2134,0,2,0,5,1,"Gd",10,0,"No","Detchd","Unf",2,441,"Y",0,60,268,0,0,1,"No","WD","Normal",12.2760650173502
"X90","RL",10624,"No","IR1","Lvl","NAmes","Duplex","1Story",5,4,1964,0,"Gable","HdBoard","HdBoard","BrkFace",84,"TA","CBlock","TA","TA","No","GLQ",40,"Rec",264,1424,1728,"TA","Y","SBrkr",1728,0,0,1728,0,2,0,6,2,"TA",10,0,"No","Detchd","Unf",1,352,"Y",155,0,0,0,0,1,"No","WD","Normal",11.6868787720937
"X20","RL",8176,"No","Reg","Lvl","NAmes","1Fam","1Story",5,6,1958,34,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","CBlock","TA","TA","No","Rec",846,"Unf",0,210,1056,"Fa","Y","SBrkr",1056,0,0,1056,1,1,0,3,1,"TA",6,0,"No","Attchd","RFn",1,308,"Y",0,0,0,0,0,1,"No","WD","Normal",11.8422292121128
"X20","RL",12400,"No","IR1","Lvl","NAmes","1Fam","1Story",6,7,1958,40,"Hip","Wd Sdng","Wd Sdng","BrkFace",176,"TA","CBlock","TA","Fa","No","Rec",585,"Unf",0,630,1215,"TA","Y","FuseA",1215,0,0,1215,0,1,0,3,1,"TA",6,0,"No","Attchd","Unf",1,297,"Y",0,0,0,0,234,1,"No","WD","Normal",11.9511803959014
"X60","RL",14191,"No","Reg","Lvl","Timber","1Fam","2Story",8,5,2002,0,"Gable","VinylSd","VinylSd","None",0,"Gd","PConc","Gd","TA","No","Unf",0,"Unf",0,967,967,"Ex","Y","SBrkr",993,915,0,1908,0,2,1,4,1,"Gd",9,0,"No","Attchd","Fin",2,431,"Y",135,0,0,0,0,1,"No","WD","Normal",12.2204685258139
"X20","RH",8400,"No","Reg","Lvl","SawyerW","1Fam","1Story",4,4,1950,0,"Gable","Wd Sdng","AsbShng","None",0,"Fa","CBlock","TA","Fa","No","Unf",0,"Unf",0,721,721,"Gd","Y","SBrkr",841,0,0,841,0,1,0,2,1,"TA",4,0,"No","CarPort","Unf",1,294,"N",250,0,24,0,0,1,"No","WD","Normal",11.3144745262464
"X90","RL",8544,"No","Reg","Lvl","NAmes","Duplex","1Story",3,4,1949,1,"Gable","Stucco","Stucco","BrkFace",340,"TA","Slab","No","No","No","No",0,"No",0,0,0,"Fa","N","FuseA",1040,0,0,1040,0,2,0,2,2,"TA",6,0,"No","Detchd","Unf",2,400,"Y",0,0,0,0,0,1,"No","WD","Normal",11.3793940723457
"X160","RM",2592,"No","Reg","Lvl","MeadowV","TwnhsE","2Story",5,3,1976,0,"Gable","CemntBd","CmentBd","None",0,"TA","CBlock","Gd","TA","No","Rec",129,"BLQ",232,175,536,"TA","Y","SBrkr",536,576,0,1112,0,1,1,3,1,"TA",4,0,"No","Attchd","Unf",1,336,"Y",182,0,0,0,0,1,"No","WD","Normal",11.3504065354725
"X50","RL",6435,"No","Reg","Lvl","BrkSide","1Fam","1.5Fin",6,5,1939,11,"Gable","MetalSd","MetalSd","None",0,"TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,972,972,"Gd","Y","SBrkr",972,605,0,1577,0,1,0,3,1,"Fa",6,1,"Gd","Detchd","Unf",1,312,"Y",0,0,0,0,0,1,"No","WD","Normal",11.8508252535826
"X20","RL",12772,"No","IR1","Lvl","NAmes","1Fam","1Story",6,8,1960,38,"Hip","MetalSd","MetalSd","None",0,"TA","CBlock","TA","TA","Mn","BLQ",498,"Unf",0,460,958,"TA","Y","SBrkr",958,0,0,958,0,1,0,2,1,"TA",5,0,"No","Attchd","RFn",1,301,"Y",0,0,0,0,0,1,"No","WD","Normal",11.9283409039316
"X20","RL",17600,"No","IR1","Lvl","NAmes","1Fam","1Story",6,5,1960,0,"Gable","Wd Sdng","Wd Sdng","BrkFace",30,"TA","CBlock","TA","TA","No","BLQ",1270,"Unf",0,208,1478,"Ex","Y","FuseA",1478,0,0,1478,1,2,0,3,1,"TA",6,2,"Gd","Attchd","Unf",2,498,"Y",0,40,0,0,0,1,"No","WD","Normal",11.9671807372478
"X60","RL",20431,"No","IR2","Lvl","NridgHt","1Fam","2Story",9,5,2005,1,"Hip","CemntBd","CmentBd","BrkFace",870,"Ex","PConc","Ex","TA","No","GLQ",1410,"Unf",0,438,1848,"Ex","Y","SBrkr",1848,880,0,2728,1,2,1,4,1,"Ex",10,2,"Ex","Attchd","Fin",3,706,"Y",0,0,0,0,0,1,"No","New","Partial",12.9880408147445
"X120","RL",5271,"No","IR1","Low","ClearCr","1Fam","1Story",7,5,1986,0,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","PConc","Gd","TA","Gd","GLQ",1082,"Unf",0,371,1453,"Gd","Y","SBrkr",1453,0,0,1453,1,1,1,2,1,"Gd",6,1,"TA","Attchd","RFn",2,445,"Y",0,80,0,0,184,1,"No","WD","Abnorml",12.1547793511426
"X50","RL",9084,"No","Reg","Lvl","Edwards","1Fam","1.5Fin",5,6,1941,9,"Gable","VinylSd","VinylSd","None",0,"TA","CBlock","TA","Fa","Mn","LwQ",236,"Rec",380,0,616,"TA","N","SBrkr",616,495,0,1111,0,1,0,3,1,"TA",5,0,"No","Detchd","Unf",1,200,"Y",48,0,0,0,0,1,"No","ConLw","Normal",11.4616321705827
"X50","RL",8400,"No","Reg","Bnk","SWISU","1Fam","1.5Fin",6,5,1940,60,"Gable","Wd Sdng","MetalSd","None",0,"TA","CBlock","TA","TA","No","LwQ",388,"Unf",0,552,940,"Ex","Y","SBrkr",1192,403,0,1595,0,1,0,2,1,"TA",6,2,"Gd","Attchd","Unf",1,240,"Y",0,0,108,0,0,1,"No","WD","Normal",11.8493977015914
"X120","RM",4224,"No","Reg","Lvl","MeadowV","TwnhsE","1Story",5,5,1976,0,"Gable","CemntBd","CmentBd","None",0,"TA","PConc","Gd","TA","No","ALQ",874,"Unf",0,268,1142,"TA","Y","SBrkr",1142,0,0,1142,1,1,1,3,1,"TA",6,1,"Po","Attchd","Fin",2,528,"Y",536,90,0,0,0,1,"MnPrv","WD","Normal",11.805595078933
"X80","RL",6930,"No","IR1","Lvl","ClearCr","1Fam","SLvl",5,4,1958,0,"Hip","Wd Sdng","ImStucc","BrkFace",120,"TA","CBlock","TA","TA","Av","BLQ",300,"Rec",294,468,1062,"Ex","Y","FuseF",1352,0,0,1352,0,1,0,3,1,"Gd",6,0,"No","BuiltIn","Unf",1,288,"Y",168,0,294,0,0,1,"No","WD","Abnorml",11.7752897294377
"X60","RL",12011,"No","IR1","Lvl","NoRidge","1Fam","2Story",8,5,1998,0,"Gable","VinylSd","VinylSd","BrkFace",530,"Gd","PConc","Gd","TA","Av","GLQ",956,"Unf",0,130,1086,"Ex","Y","SBrkr",1086,838,0,1924,1,2,1,3,1,"Gd",7,1,"TA","Attchd","RFn",2,592,"Y",208,75,0,0,374,1,"No","WD","Normal",12.5425448821514
"X85","RL",7540,"No","IR1","Lvl","Mitchel","1Fam","SFoyer",6,6,1978,0,"Gable","VinylSd","VinylSd","None",0,"TA","CBlock","Gd","TA","Av","GLQ",773,"Unf",0,115,888,"Ex","Y","SBrkr",912,0,0,912,1,1,0,2,1,"TA",5,1,"TA","Attchd","RFn",2,470,"Y",0,0,0,0,192,1,"MnPrv","WD","Normal",11.9576112862317
"X85","RL",7301,"No","Reg","Lvl","Edwards","1Fam","SFoyer",7,5,2003,0,"Gable","HdBoard","HdBoard","BrkFace",500,"Gd","Slab","No","No","No","No",0,"No",0,0,0,"Ex","Y","SBrkr",495,1427,0,1922,0,3,0,4,1,"Gd",7,1,"Ex","BuiltIn","RFn",2,672,"Y",0,0,177,0,0,1,"No","ConLD","Normal",12.1985443791094
"X160","RM",1680,"No","Reg","Lvl","BrDale","Twnhs","2Story",6,8,1972,35,"Gable","HdBoard","HdBoard","BrkFace",510,"TA","CBlock","TA","TA","No","ALQ",162,"Unf",0,321,483,"Gd","Y","SBrkr",483,504,0,987,0,1,1,2,1,"Gd",5,0,"No","Detchd","Unf",1,264,"Y",250,0,0,0,0,1,"No","WD","Normal",11.6784399034478
"X60","RL",18800,"No","IR1","Lvl","NWAmes","1Fam","2Story",6,5,1976,0,"Gable","HdBoard","HdBoard","BrkFace",120,"TA","PConc","Gd","TA","Mn","GLQ",712,"Unf",0,84,796,"TA","Y","SBrkr",790,784,0,1574,1,2,1,3,1,"TA",6,1,"TA","Attchd","Fin",2,566,"Y",306,111,0,0,0,1,"No","WD","Normal",12.1547793511426
"X70","RM",10690,"No","Reg","Lvl","IDOTRR","1Fam","2Story",5,7,1920,77,"Hip","VinylSd","VinylSd","None",0,"TA","CBlock","TA","Fa","No","Rec",456,"Unf",0,216,672,"Gd","Y","FuseA",672,672,0,1344,0,1,0,3,1,"TA",6,0,"No","Detchd","Unf",1,468,"Y",0,128,218,0,0,1,"No","WD","Normal",11.8981878657609
"X20","RL",9500,"No","IR1","Lvl","NAmes","1Fam","1Story",6,5,1963,0,"Gable","Plywood","Plywood","BrkFace",247,"TA","CBlock","Gd","TA","No","BLQ",609,"Unf",0,785,1394,"Gd","Y","SBrkr",1394,0,0,1394,1,1,1,3,1,"TA",6,2,"Gd","Attchd","RFn",2,514,"Y",0,76,0,0,185,1,"No","WD","Normal",11.9766594812024
"X80","RL",9150,"No","IR1","Lvl","NAmes","1Fam","SLvl",6,5,1962,0,"Gable","Plywood","Plywood","BrkFace",305,"TA","CBlock","Gd","TA","Gd","GLQ",371,"Unf",0,728,1099,"Gd","Y","SBrkr",1431,0,0,1431,0,1,0,3,1,"TA",6,1,"Gd","Basment","RFn",1,296,"Y",64,110,0,0,0,1,"No","WD","Normal",12.0137007528827
"X20","RL",7800,"No","Reg","Lvl","NAmes","1Fam","1Story",5,6,1954,0,"Gable","HdBoard","HdBoard","BrkFace",200,"TA","PConc","TA","TA","No","LwQ",540,"Unf",0,728,1268,"Gd","Y","SBrkr",1268,0,0,1268,0,1,0,2,1,"TA",7,1,"Gd","Attchd","Fin",1,244,"Y",0,98,0,0,0,1,"No","WD","Normal",11.7905572015685
"X20","RL",9830,"No","IR1","Lvl","NAmes","1Fam","1Story",5,7,1959,47,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","CBlock","TA","TA","No","ALQ",72,"Rec",258,733,1063,"Ex","Y","SBrkr",1287,0,0,1287,1,1,0,3,1,"Gd",7,1,"Gd","Detchd","Fin",2,576,"Y",364,17,0,0,182,1,"No","WD","Normal",11.9953516142145
"X60","RL",8121,"No","IR1","Lvl","Gilbert","1Fam","2Story",6,5,2000,0,"Gable","VinylSd","VinylSd","None",0,"TA","PConc","Gd","TA","No","Unf",0,"Unf",0,953,953,"Ex","Y","SBrkr",953,711,0,1664,0,2,1,3,1,"TA",7,1,"TA","Attchd","RFn",2,460,"Y",100,40,0,0,0,1,"No","WD","Normal",12.0575726372117
"X50","RL",17120,"No","Reg","Lvl","ClearCr","1Fam","1.5Fin",4,4,1959,0,"Gable","WdShing","Plywood","None",0,"TA","CBlock","No","No","No","No",0,"No",0,0,0,"TA","Y","SBrkr",1120,468,0,1588,0,2,0,4,1,"TA",7,1,"Gd","Detchd","Fin",2,680,"N",0,59,0,0,0,1,"No","WD","Normal",11.8088137739691
"X120","RL",7175,"No","Reg","Lvl","SawyerW","TwnhsE","1Story",6,5,1984,0,"Gable","Plywood","Plywood","None",0,"TA","CBlock","Gd","TA","No","ALQ",623,"LwQ",121,0,744,"TA","Y","SBrkr",752,0,0,752,1,1,0,2,1,"TA",4,0,"No","Attchd","Unf",1,264,"Y",353,0,0,0,90,1,"MnPrv","WD","Normal",11.7360690162844
"X60","RL",8200,"No","Reg","Lvl","CollgCr","1Fam","2Story",7,5,2003,1,"Gable","VinylSd","VinylSd","None",0,"Gd","PConc","Gd","TA","No","Unf",0,"Unf",0,847,847,"Ex","Y","SBrkr",847,1081,0,1928,0,2,1,4,1,"Gd",8,1,"Gd","BuiltIn","Fin",2,434,"Y",100,48,0,0,0,1,"No","WD","Normal",12.2991075114974
"X85","RL",8846,"No","IR1","Lvl","CollgCr","1Fam","SFoyer",5,5,1996,0,"Gable","VinylSd","VinylSd","None",0,"Gd","PConc","Gd","TA","Av","GLQ",298,"Unf",0,572,870,"Ex","Y","SBrkr",914,0,0,914,0,1,0,2,1,"TA",5,0,"No","Detchd","Unf",2,576,"Y",0,0,0,0,0,1,"No","WD","Normal",11.9049675527463
"X60","FV",11143,"No","IR1","Lvl","Somerst","1Fam","2Story",8,5,2004,1,"Gable","CemntBd","CmentBd","None",0,"Gd","PConc","Gd","TA","No","Unf",0,"Unf",0,1580,1580,"Ex","Y","SBrkr",1580,886,0,2466,0,3,0,4,1,"Gd",8,1,"Gd","Attchd","RFn",2,610,"Y",159,214,0,0,0,1,"No","WD","Normal",12.7367008965923
"X20","RL",11394,"No","Reg","Lvl","StoneBr","1Fam","1Story",9,2,2010,0,"Hip","VinylSd","VinylSd","Stone",350,"Gd","PConc","Ex","TA","Av","GLQ",1445,"Unf",0,411,1856,"Ex","Y","SBrkr",1856,0,0,1856,1,1,1,1,1,"Ex",8,1,"Ex","Attchd","Fin",3,834,"Y",113,0,0,0,0,1,"No","New","Partial",12.8852020343219
"X50","RL",5000,"Pave","Reg","Lvl","SWISU","1Fam","1.5Fin",5,6,1924,26,"Gable","BrkFace","Wd Sdng","None",0,"TA","BrkTil","TA","TA","No","LwQ",218,"Unf",0,808,1026,"TA","Y","SBrkr",1026,665,0,1691,0,2,0,3,1,"Gd",6,1,"Gd","Detchd","Unf",1,308,"Y",0,0,242,0,0,1,"No","WD","Normal",11.7519423654407
"X20","FV",7200,"Pave","Reg","Lvl","Somerst","1Fam","1Story",7,5,2006,0,"Gable","VinylSd","VinylSd","None",0,"Gd","PConc","Gd","Gd","No","Unf",0,"Unf",0,1293,1293,"Ex","Y","SBrkr",1301,0,0,1301,1,2,0,2,1,"Gd",5,1,"Gd","Attchd","RFn",2,572,"Y",216,121,0,0,0,1,"No","New","Partial",12.1428665696264
"X60","RL",9245,"No","IR1","Lvl","CollgCr","1Fam","2Story",7,5,2006,0,"Gable","VinylSd","VinylSd","None",0,"Gd","PConc","Gd","TA","Av","Unf",0,"Unf",0,939,939,"Ex","Y","SBrkr",939,858,0,1797,0,2,1,3,1,"Gd",8,0,"No","Attchd","RFn",2,639,"Y",144,53,0,0,0,1,"No","WD","Normal",12.2713921116508
"X60","RL",53107,"No","IR2","Low","ClearCr","1Fam","2Story",6,5,1992,0,"Gable","HdBoard","HdBoard","None",0,"Gd","PConc","Gd","TA","Av","GLQ",985,"Unf",0,595,1580,"Ex","Y","SBrkr",1079,874,0,1953,1,2,1,3,1,"Gd",9,2,"Fa","Attchd","Fin",2,501,"Y",216,231,0,0,0,1,"No","WD","Normal",12.3883942023241
"X120","RL",3182,"No","Reg","Lvl","Blmngtn","TwnhsE","1Story",8,5,2004,1,"Gable","VinylSd","VinylSd","BrkFace",16,"Gd","PConc","Gd","TA","No","GLQ",24,"Unf",0,1232,1256,"Ex","Y","SBrkr",1269,0,0,1269,0,2,0,2,1,"Gd",6,1,"TA","Attchd","Fin",2,430,"Y",146,20,0,0,144,1,"No","WD","Normal",12.1652506510099
"X50","RL",8410,"No","Reg","Lvl","Edwards","1Fam","1.5Fin",5,3,1910,86,"Gambrel","Wd Sdng","VinylSd","None",0,"TA","PConc","TA","TA","No","Unf",0,"Unf",0,658,658,"TA","Y","SBrkr",658,526,0,1184,0,1,0,5,1,"TA",8,0,"No","No","No",0,0,"N",0,151,0,0,0,1,"No","WD","AdjLand",11.3022044336546
"X80","RL",7200,"No","Reg","Lvl","Edwards","1Fam","SLvl",6,6,1976,0,"Hip","MetalSd","MetalSd","BrkFace",255,"TA","CBlock","TA","TA","Av","ALQ",631,"Unf",0,410,1041,"Ex","Y","SBrkr",1125,0,0,1125,1,1,0,3,1,"TA",6,1,"Fa","Detchd","Unf",1,352,"Y",296,0,0,0,0,1,"GdWo","WD","Abnorml",11.7360690162844
"X20","RL",9382,"No","IR1","Lvl","CollgCr","1Fam","1Story",7,5,1999,1,"Gable","VinylSd","VinylSd","BrkFace",125,"Gd","PConc","Gd","TA","No","Unf",0,"Unf",0,1468,1468,"Ex","Y","SBrkr",1479,0,0,1479,0,2,0,3,1,"Gd",6,0,"No","Attchd","RFn",2,577,"Y",120,25,0,0,0,1,"No","WD","Normal",12.1600287070288
"X60","RL",12474,"No","Reg","Lvl","NridgHt","1Fam","2Story",10,5,2007,1,"Gable","VinylSd","VinylSd","Stone",272,"Ex","PConc","Ex","TA","Av","GLQ",1280,"Unf",0,402,1682,"Ex","Y","SBrkr",1742,590,0,2332,1,2,1,3,1,"Ex",9,1,"Ex","BuiltIn","Fin",3,846,"Y",196,134,0,0,0,1,"No","New","Partial",12.9621946252515
"X50","RL",8405,"Grvl","Reg","Lvl","Edwards","1Fam","1.5Fin",5,8,1900,50,"Gable","MetalSd","MetalSd","None",0,"TA","BrkTil","TA","Gd","No","Rec",241,"BLQ",391,229,861,"Ex","Y","SBrkr",961,406,0,1367,1,1,0,4,1,"TA",7,0,"No","Detchd","Unf",1,384,"Y",0,130,112,0,0,1,"MnPrv","WD","Normal",11.6868787720937
"X60","RL",12209,"No","IR1","Lvl","Mitchel","1Fam","2Story",6,5,2001,1,"Gable","VinylSd","VinylSd","None",0,"TA","PConc","Ex","TA","No","ALQ",690,"Unf",0,114,804,"Ex","Y","SBrkr",804,1157,0,1961,1,2,1,3,1,"Gd",7,1,"TA","BuiltIn","Fin",2,560,"Y",125,192,0,0,0,1,"No","WD","Normal",12.2783933071098
"X20","RL",8339,"No","IR1","Lvl","NAmes","1Fam","1Story",5,7,1959,0,"Gable","MetalSd","MetalSd","None",0,"TA","Slab","No","No","No","No",0,"No",0,0,0,"TA","Y","SBrkr",882,0,0,882,0,1,0,3,1,"TA",5,0,"No","Attchd","RFn",1,294,"Y",0,0,0,0,0,1,"MnPrv","WD","Normal",11.5759002641316
"X30","RL",7446,"No","Reg","Lvl","BrkSide","1Fam","1Story",4,5,1941,9,"Gable","WdShing","Wd Shng","None",0,"TA","CBlock","TA","TA","No","Rec",266,"Unf",0,522,788,"TA","Y","FuseA",788,0,0,788,0,1,0,2,1,"TA",4,2,"TA","No","No",0,0,"Y",0,0,0,0,0,1,"GdWo","WD","Abnorml",11.5129254649702
"X50","RL",10134,"No","Reg","Lvl","OldTown","1Fam","1.5Fin",5,6,1940,10,"Gable","MetalSd","MetalSd","None",0,"TA","CBlock","TA","TA","No","Unf",0,"Unf",0,735,735,"Gd","Y","FuseA",735,299,0,1034,0,1,0,2,1,"TA",5,0,"No","Detchd","Unf",1,240,"Y",0,39,0,0,0,1,"No","WD","Normal",11.5991031612113
"X20","RL",9571,"No","Reg","Lvl","Edwards","1Fam","1Story",5,6,1956,0,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","CBlock","TA","TA","Av","BLQ",739,"Unf",0,405,1144,"TA","Y","SBrkr",1144,0,0,1144,1,1,0,3,1,"TA",6,0,"No","Attchd","Unf",1,596,"Y",44,0,0,0,0,1,"No","WD","Normal",11.7675676833438
"X20","RL",7200,"No","Reg","Low","CollgCr","1Fam","1Story",5,5,1972,0,"Hip","MetalSd","MetalSd","None",0,"TA","CBlock","TA","TA","Av","Rec",777,"Unf",0,117,894,"TA","Y","SBrkr",894,0,0,894,0,1,0,2,1,"TA",6,0,"No","Detchd","RFn",2,600,"Y",215,0,0,0,0,1,"No","WD","Normal",11.7199396343546
"X60","RL",7590,"No","Reg","Lvl","NAmes","1Fam","2Story",5,5,1962,0,"Gable","VinylSd","VinylSd","BrkFace",288,"TA","CBlock","TA","TA","No","ALQ",540,"Unf",0,324,864,"TA","Y","SBrkr",876,936,0,1812,0,2,0,4,1,"TA",8,1,"TA","Attchd","RFn",1,264,"Y",0,168,0,0,0,1,"No","WD","Normal",12.0406082058026
"X120","RL",14963,"No","IR2","Lvl","Veenker","TwnhsE","1Story",8,5,1996,0,"Gable","BrkFace","BrkFace","None",0,"Gd","PConc","Gd","TA","No","GLQ",786,"Unf",0,474,1260,"Ex","Y","SBrkr",1288,0,0,1288,1,1,1,1,1,"Ex",4,2,"Gd","Attchd","Fin",2,500,"Y",120,30,0,0,224,1,"No","WD","Normal",12.4110522262167
"X30","RL",10200,"No","Reg","Lvl","Sawyer","1Fam","1Story",5,8,1940,57,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","PConc","TA","TA","No","Unf",0,"Unf",0,672,672,"Ex","Y","SBrkr",672,0,0,672,0,1,0,2,1,"TA",4,0,"No","Detchd","Unf",1,240,"N",168,0,0,0,0,1,"GdPrv","WD","Normal",11.5898865061064
"X60","RL",12090,"No","Reg","Lvl","NoRidge","1Fam","2Story",8,5,1998,0,"Hip","VinylSd","VinylSd","BrkFace",650,"Gd","PConc","Gd","TA","No","Unf",0,"Unf",0,1141,1141,"Gd","Y","SBrkr",1165,1098,0,2263,0,2,1,4,1,"Gd",10,1,"TA","BuiltIn","Fin",2,420,"Y",144,123,0,0,0,1,"No","WD","Abnorml",12.4607148639038
"X20","RL",9991,"No","IR1","Lvl","Sawyer","1Fam","1Story",4,4,1976,17,"Gable","Plywood","Plywood","None",0,"TA","CBlock","TA","TA","No","BLQ",1116,"Unf",0,165,1281,"Ex","Y","SBrkr",1620,0,0,1620,1,2,0,3,1,"TA",8,1,"TA","Attchd","Unf",2,490,"Y",120,78,0,0,0,1,"GdWo","WD","Normal",11.9183905730784
"X60","RL",14154,"No","Reg","Lvl","NridgHt","1Fam","2Story",7,5,2006,0,"Gable","VinylSd","VinylSd","BrkFace",350,"Gd","PConc","Ex","Gd","No","Unf",0,"Unf",0,1063,1063,"Ex","Y","SBrkr",1071,1101,0,2172,0,2,1,3,1,"Gd",9,1,"Gd","Attchd","RFn",3,947,"Y",192,62,0,0,0,1,"No","New","Partial",12.5425448821514
"X60","FV",10800,"No","Reg","Lvl","Somerst","1Fam","2Story",8,5,2007,1,"Gable","VinylSd","VinylSd","Stone",100,"Gd","PConc","Ex","TA","No","GLQ",789,"Unf",0,245,1034,"Ex","Y","SBrkr",1050,1028,0,2078,1,2,1,3,1,"Ex",8,1,"Gd","Attchd","Fin",3,836,"Y",0,102,0,0,0,1,"No","New","Partial",12.7359653320134
"X20","RL",9571,"No","Reg","Lvl","Edwards","1Fam","1Story",5,3,1958,0,"Gable","BrkComm","Brk Cmn","None",0,"TA","CBlock","TA","Fa","No","Unf",0,"Unf",0,1276,1276,"TA","Y","FuseA",1276,0,0,1276,0,1,0,3,1,"TA",5,0,"No","Attchd","Unf",1,350,"Y",0,0,0,0,0,1,"No","COD","Abnorml",11.0020998412042
"X30","RM",8960,"Grvl","Reg","Lvl","OldTown","1Fam","1Story",5,6,1927,23,"Gable","WdShing","Wd Shng","None",0,"TA","CBlock","TA","TA","No","Unf",0,"Unf",0,1008,1008,"Gd","Y","FuseA",1028,0,0,1028,0,1,0,2,1,"TA",5,1,"Gd","Detchd","Unf",2,360,"Y",0,0,130,0,0,1,"No","WD","Normal",11.6526874073454
